Date,DayOfWeek,Area,Weather,Festival,AvgTraffic_Area,Traffic_Today,Event,Event_Impact(%),Extra_Time_Minutes
2025-05-31,Saturday,Jaydev Vihar,Sunny,None,102,100,Bad Roads,7,5.6
2025-08-01,Friday,Kalpana Square,Cloudy,None,65,62,None,0,0.0
2025-05-02,Friday,Kalpana Square,Foggy,None,72,69,None,0,0.0
2025-07-25,Friday,Master Canteen,Cloudy,Rath Yatra,99,100,None,0,0.0
2025-07-18,Friday,Khandagiri,Cloudy,Rath Yatra,80,84,None,0,0.0
2025-02-25,Tuesday,Airport Road,Foggy,None,80,75,Political Rally,14,11.2
2025-07-09,Wednesday,Master Canteen,Humid,None,80,82,None,0,0.0
2025-06-13,Friday,Khandagiri,Foggy,None,84,82,Construction Work,9,7.2
2025-07-28,Monday,Master Canteen,Cloudy,None,80,85,None,0,0.0
2025-05-08,Thursday,Kalpana Square,Rainy,None,75,72,None,0,0.0
2025-08-11,Monday,Master Canteen,Sunny,None,80,83,None,0,0.0
2025-08-27,Wednesday,Airport Road,Sunny,None,50,53,None,0,0.0
2025-05-11,Sunday,Jaydev Vihar,Cloudy,None,97,98,Political Rally,10,8.0
2025-02-11,Tuesday,Jaydev Vihar,Humid,None,70,73,None,0,0.0
2025-07-13,Sunday,Kalpana Square,Sunny,Rath Yatra,103,100,None,0,0.0
2025-04-27,Sunday,Kalpana Square,Rainy,None,93,90,None,0,0.0
2025-07-05,Saturday,Jaydev Vihar,Sunny,None,94,97,Accident,22,17.6
2025-04-06,Sunday,Airport Road,Sunny,None,57,56,None,0,0.0
2025-07-16,Wednesday,Master Canteen,Humid,None,80,83,None,0,0.0
2025-02-06,Thursday,Kalpana Square,Cloudy,None,78,81,Bad Roads,8,6.4
2025-08-16,Saturday,Khandagiri,Foggy,None,79,79,None,0,0.0
2025-05-07,Wednesday,Khandagiri,Humid,None,60,56,None,0,0.0
2025-04-20,Sunday,Airport Road,Rainy,None,80,81,Sports Event,9,7.2
2025-02-22,Saturday,Jaydev Vihar,Rainy,None,94,99,None,0,0.0
2025-08-12,Tuesday,Rasulgarh,Humid,None,75,79,None,0,0.0
2025-02-14,Friday,Kalpana Square,Humid,None,65,60,None,0,0.0
2025-06-15,Sunday,Airport Road,Humid,None,68,66,Accident,25,20.0
2025-04-26,Saturday,Jaydev Vihar,Foggy,None,104,100,Accident,28,22.4
2025-03-19,Wednesday,Airport Road,Humid,None,67,63,Bad Roads,7,5.6
2025-05-25,Sunday,Master Canteen,Foggy,None,117,100,Construction Work,6,4.8
2025-05-05,Monday,Khandagiri,Cloudy,None,60,62,None,0,0.0
2025-01-07,Tuesday,Khandagiri,Cloudy,None,79,77,Bad Roads,10,8.0
2025-04-08,Tuesday,Kalpana Square,Humid,None,65,65,None,0,0.0
2025-07-31,Thursday,Kalpana Square,Sunny,None,65,62,None,0,0.0
2025-08-30,Saturday,Kalpana Square,Humid,None,98,97,Political Rally,17,13.6
2025-04-26,Saturday,Master Canteen,Foggy,None,110,100,Political Rally,17,13.6
2025-03-28,Friday,Rasulgarh,Humid,None,89,85,Accident,30,24.0
2025-03-03,Monday,Master Canteen,Cloudy,None,80,76,None,0,0.0
2025-05-09,Friday,Kalpana Square,Rainy,None,96,100,Bad Roads,10,8.0
2025-06-18,Wednesday,Master Canteen,Rainy,None,90,88,None,0,0.0
2025-01-30,Thursday,Kalpana Square,Cloudy,None,65,67,None,0,0.0
2025-05-04,Sunday,Master Canteen,Cloudy,None,86,90,None,0,0.0
2025-02-19,Wednesday,Master Canteen,Sunny,None,80,84,None,0,0.0
2025-07-24,Thursday,Airport Road,Cloudy,None,66,61,Political Rally,15,12.0
2025-07-16,Wednesday,Airport Road,Sunny,None,50,46,None,0,0.0
2025-06-17,Tuesday,Khandagiri,Humid,None,73,75,Sports Event,12,9.6
2025-02-03,Monday,Khandagiri,Humid,None,70,71,Accident,22,17.6
2025-07-21,Monday,Airport Road,Sunny,None,62,65,Construction Work,6,4.8
2025-09-01,Monday,Airport Road,Cloudy,None,50,49,None,0,0.0
2025-04-09,Wednesday,Kalpana Square,Foggy,None,72,73,None,0,0.0
2025-03-03,Monday,Master Canteen,Rainy,None,91,86,None,0,0.0
2025-06-12,Thursday,Rasulgarh,Sunny,None,85,89,Political Rally,14,11.2
2025-03-26,Wednesday,Airport Road,Cloudy,None,61,65,Accident,23,18.4
2025-03-12,Wednesday,Kalpana Square,Cloudy,None,65,66,None,0,0.0
2025-05-30,Friday,Khandagiri,Rainy,None,88,83,Accident,20,16.0
2025-02-19,Wednesday,Airport Road,Humid,None,50,52,None,0,0.0
2025-06-04,Wednesday,Rasulgarh,Foggy,None,83,85,None,0,0.0
2025-02-08,Saturday,Rasulgarh,Humid,None,99,100,Bad Roads,5,4.0
2025-07-29,Tuesday,Kalpana Square,Rainy,None,85,82,None,0,0.0
2025-02-12,Wednesday,Jaydev Vihar,Rainy,None,97,100,Political Rally,13,10.4
2025-06-11,Wednesday,Khandagiri,Cloudy,None,78,78,Political Rally,14,11.2
2025-06-04,Wednesday,Master Canteen,Cloudy,None,94,90,Political Rally,12,9.6
2025-05-15,Thursday,Kalpana Square,Humid,None,65,66,None,0,0.0
2025-06-29,Sunday,Airport Road,Rainy,None,71,76,None,0,0.0
2025-01-11,Saturday,Khandagiri,Rainy,None,98,100,Accident,23,18.4
2025-07-31,Thursday,Jaydev Vihar,Sunny,None,83,84,VIP Convoy,22,17.6
2025-02-09,Sunday,Jaydev Vihar,Rainy,None,94,96,None,0,0.0
2025-05-14,Wednesday,Rasulgarh,Cloudy,None,75,78,None,0,0.0
2025-05-09,Friday,Rasulgarh,Humid,None,75,70,None,0,0.0
2025-05-31,Saturday,Jaydev Vihar,Cloudy,None,75,80,None,0,0.0
2025-08-04,Monday,Rasulgarh,Cloudy,None,75,75,None,0,0.0
2025-05-23,Friday,Rasulgarh,Foggy,None,84,89,None,0,0.0
2025-09-04,Thursday,Jaydev Vihar,Sunny,None,82,78,Sports Event,14,11.2
2025-01-25,Saturday,Khandagiri,Cloudy,None,95,91,Construction Work,12,9.6
2025-07-04,Friday,Jaydev Vihar,Foggy,None,79,84,None,0,0.0
2025-04-20,Sunday,Rasulgarh,Cloudy,None,81,78,None,0,0.0
2025-01-10,Friday,Master Canteen,Sunny,None,100,100,Accident,28,22.4
2025-04-29,Tuesday,Rasulgarh,Foggy,None,82,84,None,0,0.0
2025-08-19,Tuesday,Kalpana Square,Cloudy,Independence Day,85,86,None,0,0.0
2025-05-06,Tuesday,Khandagiri,Rainy,None,85,85,VIP Convoy,23,18.4
2025-08-16,Saturday,Kalpana Square,Rainy,None,90,95,None,0,0.0
2025-04-08,Tuesday,Rasulgarh,Humid,None,75,70,None,0,0.0
2025-08-23,Saturday,Airport Road,Humid,None,65,61,None,0,0.0
2025-05-05,Monday,Jaydev Vihar,Cloudy,None,82,81,Political Rally,18,14.4
2025-02-06,Thursday,Rasulgarh,Humid,None,87,85,Sports Event,11,8.8
2025-03-21,Friday,Kalpana Square,Sunny,None,65,70,None,0,0.0
2025-05-23,Friday,Airport Road,Sunny,None,50,47,None,0,0.0
2025-03-28,Friday,Kalpana Square,Foggy,None,70,67,None,0,0.0
2025-02-11,Tuesday,Rasulgarh,Foggy,None,80,76,None,0,0.0
2025-02-18,Tuesday,Master Canteen,Cloudy,None,80,82,None,0,0.0
2025-04-22,Tuesday,Khandagiri,Humid,None,77,78,VIP Convoy,25,20.0
2025-07-29,Tuesday,Airport Road,Cloudy,Rath Yatra,69,66,None,0,0.0
2025-08-18,Monday,Master Canteen,Foggy,None,88,90,None,0,0.0
2025-02-28,Friday,Kalpana Square,Foggy,None,88,92,Bad Roads,9,7.2
2025-06-18,Wednesday,Airport Road,Rainy,None,64,63,None,0,0.0
2025-02-13,Thursday,Rasulgarh,Cloudy,None,93,88,Sports Event,11,8.8
2025-04-05,Saturday,Rasulgarh,Humid,None,87,89,None,0,0.0
2025-01-02,Thursday,Airport Road,Humid,None,64,63,Political Rally,10,8.0
2025-02-19,Wednesday,Jaydev Vihar,Humid,None,70,74,None,0,0.0
2025-01-12,Sunday,Rasulgarh,Sunny,None,81,84,None,0,0.0
2025-08-06,Wednesday,Master Canteen,Cloudy,None,80,80,None,0,0.0
2025-08-29,Friday,Kalpana Square,Humid,Independence Day,99,100,Sports Event,12,9.6
2025-08-11,Monday,Airport Road,Foggy,Independence Day,80,80,None,0,0.0
2025-07-21,Monday,Airport Road,Cloudy,None,50,53,None,0,0.0
2025-08-15,Friday,Rasulgarh,Humid,None,75,76,None,0,0.0
2025-03-08,Saturday,Jaydev Vihar,Rainy,None,95,93,None,0,0.0
2025-02-12,Wednesday,Kalpana Square,Cloudy,None,85,88,Accident,24,19.2
2025-04-02,Wednesday,Jaydev Vihar,Foggy,None,88,84,Construction Work,8,6.4
2025-05-29,Thursday,Jaydev Vihar,Cloudy,None,70,70,None,0,0.0
2025-07-31,Thursday,Kalpana Square,Rainy,None,77,75,None,0,0.0
2025-04-18,Friday,Airport Road,Rainy,None,82,82,Bad Roads,5,4.0
2025-07-27,Sunday,Rasulgarh,Cloudy,Rath Yatra,109,100,None,0,0.0
2025-04-13,Sunday,Rasulgarh,Sunny,None,97,100,Political Rally,15,12.0
2025-07-23,Wednesday,Khandagiri,Sunny,Rath Yatra,84,80,None,0,0.0
2025-01-07,Tuesday,Jaydev Vihar,Humid,None,70,66,None,0,0.0
2025-06-06,Friday,Airport Road,Rainy,None,80,76,Political Rally,19,15.2
2025-06-16,Monday,Kalpana Square,Cloudy,None,65,70,None,0,0.0
2025-01-08,Wednesday,Jaydev Vihar,Humid,None,70,74,None,0,0.0
2025-03-02,Sunday,Airport Road,Rainy,Holi,90,93,None,0,0.0
2025-05-09,Friday,Rasulgarh,Rainy,None,111,100,Political Rally,20,16.0
2025-04-03,Thursday,Jaydev Vihar,Cloudy,None,89,93,Construction Work,8,6.4
2025-08-25,Monday,Khandagiri,Humid,None,70,69,Political Rally,18,14.4
2025-05-15,Thursday,Jaydev Vihar,Cloudy,None,81,84,Construction Work,5,4.0
2025-03-17,Monday,Airport Road,Sunny,None,50,49,None,0,0.0
2025-02-02,Sunday,Khandagiri,Humid,None,68,66,None,0,0.0
2025-04-29,Tuesday,Kalpana Square,Cloudy,None,83,83,Construction Work,9,7.2
2025-07-01,Tuesday,Rasulgarh,Sunny,Rath Yatra,96,95,None,0,0.0
2025-06-20,Friday,Kalpana Square,Rainy,None,80,84,None,0,0.0
2025-06-24,Tuesday,Jaydev Vihar,Humid,None,70,66,None,0,0.0
2025-06-18,Wednesday,Airport Road,Rainy,None,77,76,Political Rally,18,14.4
2025-03-29,Saturday,Jaydev Vihar,Cloudy,Holi,99,100,None,0,0.0
2025-06-14,Saturday,Master Canteen,Foggy,None,96,100,None,0,0.0
2025-04-08,Tuesday,Airport Road,Humid,None,50,47,None,0,0.0
2025-05-20,Tuesday,Kalpana Square,Cloudy,None,81,85,Political Rally,16,12.8
2025-09-07,Sunday,Khandagiri,Rainy,None,101,96,Political Rally,18,14.4
2025-07-30,Wednesday,Master Canteen,Sunny,None,98,100,Political Rally,12,9.6
2025-01-17,Friday,Khandagiri,Cloudy,None,76,81,Accident,24,19.2
2025-03-14,Friday,Rasulgarh,Cloudy,Holi,106,100,Accident,30,24.0
2025-04-03,Thursday,Kalpana Square,Foggy,None,85,90,VIP Convoy,19,15.2
2025-07-07,Monday,Kalpana Square,Humid,None,65,67,None,0,0.0
2025-02-02,Sunday,Kalpana Square,Humid,None,89,88,Construction Work,11,8.8
2025-03-20,Thursday,Airport Road,Rainy,Holi,99,94,Bad Roads,5,4.0
2025-03-05,Wednesday,Jaydev Vihar,Sunny,None,70,67,None,0,0.0
2025-05-28,Wednesday,Airport Road,Rainy,None,60,55,None,0,0.0
2025-08-20,Wednesday,Master Canteen,Rainy,None,107,100,VIP Convoy,25,20.0
2025-07-28,Monday,Jaydev Vihar,Rainy,Rath Yatra,110,100,None,0,0.0
2025-01-29,Wednesday,Kalpana Square,Cloudy,None,65,61,None,0,0.0
2025-01-01,Wednesday,Khandagiri,Rainy,None,89,88,Accident,27,21.6
2025-04-05,Saturday,Airport Road,Rainy,None,80,75,None,0,0.0
2025-01-01,Wednesday,Jaydev Vihar,Humid,None,70,65,None,0,0.0
2025-02-11,Tuesday,Khandagiri,Cloudy,None,60,63,None,0,0.0
2025-05-10,Saturday,Rasulgarh,Rainy,None,107,100,VIP Convoy,25,20.0
2025-07-05,Saturday,Jaydev Vihar,Cloudy,Rath Yatra,105,100,None,0,0.0
2025-05-12,Monday,Rasulgarh,Foggy,None,95,94,Bad Roads,7,5.6
2025-03-24,Monday,Khandagiri,Rainy,None,73,72,None,0,0.0
2025-01-25,Saturday,Airport Road,Humid,None,76,74,Accident,21,16.8
2025-07-24,Thursday,Airport Road,Sunny,None,50,45,None,0,0.0
2025-04-05,Saturday,Khandagiri,Cloudy,None,82,80,Sports Event,12,9.6
2025-02-02,Sunday,Khandagiri,Rainy,None,105,100,Construction Work,8,6.4
2025-03-04,Tuesday,Jaydev Vihar,Sunny,Holi,85,86,None,0,0.0
2025-02-15,Saturday,Rasulgarh,Rainy,None,102,100,None,0,0.0
2025-07-09,Wednesday,Kalpana Square,Foggy,None,72,74,None,0,0.0
2025-06-11,Wednesday,Khandagiri,Humid,None,76,75,Construction Work,7,5.6
2025-02-05,Wednesday,Kalpana Square,Humid,None,65,65,None,0,0.0
2025-06-18,Wednesday,Rasulgarh,Sunny,None,75,80,None,0,0.0
2025-06-01,Sunday,Master Canteen,Sunny,None,95,95,None,0,0.0
2025-03-25,Tuesday,Airport Road,Sunny,None,50,51,None,0,0.0
2025-01-30,Thursday,Airport Road,Rainy,None,81,81,Construction Work,12,9.6
2025-04-07,Monday,Master Canteen,Rainy,None,92,94,None,0,0.0
2025-02-02,Sunday,Kalpana Square,Humid,None,75,79,None,0,0.0
2025-07-30,Wednesday,Rasulgarh,Humid,None,75,72,None,0,0.0
2025-06-08,Sunday,Master Canteen,Foggy,None,104,100,None,0,0.0
2025-07-23,Wednesday,Master Canteen,Rainy,None,94,93,None,0,0.0
2025-06-13,Friday,Rasulgarh,Sunny,None,86,89,Political Rally,16,12.8
2025-07-24,Thursday,Rasulgarh,Humid,None,89,86,Political Rally,12,9.6
2025-06-29,Sunday,Khandagiri,Cloudy,None,68,69,None,0,0.0
2025-03-19,Wednesday,Kalpana Square,Sunny,Holi,82,87,None,0,0.0
2025-08-05,Tuesday,Kalpana Square,Cloudy,None,65,68,None,0,0.0
2025-03-29,Saturday,Jaydev Vihar,Humid,Holi,105,100,Construction Work,8,6.4
2025-06-01,Sunday,Khandagiri,Foggy,None,77,74,None,0,0.0
2025-02-13,Thursday,Master Canteen,Sunny,None,100,100,Accident,24,19.2
2025-02-12,Wednesday,Jaydev Vihar,Rainy,None,94,92,Bad Roads,10,8.0
2025-03-18,Tuesday,Khandagiri,Humid,None,60,64,None,0,0.0
2025-08-27,Wednesday,Kalpana Square,Humid,None,84,87,Construction Work,5,4.0
2025-05-02,Friday,Jaydev Vihar,Humid,None,84,85,Sports Event,9,7.2
2025-07-03,Thursday,Khandagiri,Cloudy,Rath Yatra,83,86,None,0,0.0
2025-06-22,Sunday,Khandagiri,Sunny,None,70,72,None,0,0.0
2025-02-19,Wednesday,Khandagiri,Cloudy,None,60,62,None,0,0.0
2025-06-01,Sunday,Khandagiri,Humid,None,75,71,None,0,0.0
2025-07-10,Thursday,Khandagiri,Cloudy,None,73,71,Political Rally,10,8.0
2025-06-28,Saturday,Jaydev Vihar,Sunny,None,99,94,VIP Convoy,19,15.2
2025-01-16,Thursday,Khandagiri,Sunny,None,60,65,None,0,0.0
2025-05-01,Thursday,Rasulgarh,Sunny,None,75,80,None,0,0.0
2025-08-04,Monday,Rasulgarh,Cloudy,None,75,76,None,0,0.0
2025-08-15,Friday,Kalpana Square,Cloudy,None,76,77,Political Rally,14,11.2
2025-04-09,Wednesday,Rasulgarh,Foggy,None,96,100,Accident,26,20.8
2025-05-29,Thursday,Jaydev Vihar,Foggy,None,97,100,Accident,26,20.8
2025-06-29,Sunday,Airport Road,Humid,None,58,54,None,0,0.0
2025-03-05,Wednesday,Rasulgarh,Sunny,None,85,90,VIP Convoy,19,15.2
2025-06-08,Sunday,Kalpana Square,Foggy,None,86,87,None,0,0.0
2025-07-16,Wednesday,Jaydev Vihar,Sunny,None,70,74,None,0,0.0
2025-06-18,Wednesday,Kalpana Square,Humid,None,65,61,None,0,0.0
2025-04-03,Thursday,Master Canteen,Rainy,None,98,100,None,0,0.0
2025-01-07,Tuesday,Airport Road,Humid,None,50,50,None,0,0.0
2025-09-07,Sunday,Jaydev Vihar,Humid,None,83,86,None,0,0.0
2025-05-07,Wednesday,Master Canteen,Humid,None,80,84,None,0,0.0
2025-05-19,Monday,Rasulgarh,Humid,None,75,73,None,0,0.0
2025-06-29,Sunday,Jaydev Vihar,Humid,None,84,88,None,0,0.0
2025-09-04,Thursday,Master Canteen,Humid,None,90,92,Construction Work,11,8.8
2025-01-01,Wednesday,Rasulgarh,Sunny,None,75,76,None,0,0.0
2025-06-18,Wednesday,Airport Road,Sunny,None,65,62,Bad Roads,10,8.0
2025-02-08,Saturday,Master Canteen,Foggy,None,97,98,None,0,0.0
2025-03-05,Wednesday,Airport Road,Humid,None,50,48,None,0,0.0
2025-07-03,Thursday,Kalpana Square,Sunny,None,75,79,Political Rally,14,11.2
2025-04-22,Tuesday,Master Canteen,Foggy,None,87,86,None,0,0.0
2025-01-21,Tuesday,Kalpana Square,Sunny,None,76,78,Accident,27,21.6
2025-02-08,Saturday,Airport Road,Rainy,None,89,92,VIP Convoy,15,12.0
2025-02-03,Monday,Airport Road,Sunny,None,68,69,Political Rally,10,8.0
2025-01-15,Wednesday,Khandagiri,Rainy,None,91,95,Construction Work,11,8.8
2025-07-22,Tuesday,Rasulgarh,Cloudy,None,75,80,None,0,0.0
2025-08-10,Sunday,Airport Road,Cloudy,None,62,57,None,0,0.0
2025-08-03,Sunday,Master Canteen,Cloudy,None,90,88,None,0,0.0
2025-08-17,Sunday,Khandagiri,Foggy,None,82,85,None,0,0.0
2025-03-16,Sunday,Master Canteen,Foggy,None,92,90,None,0,0.0
2025-08-18,Monday,Airport Road,Sunny,None,50,54,None,0,0.0
2025-01-12,Sunday,Airport Road,Cloudy,None,58,61,None,0,0.0
2025-03-08,Saturday,Airport Road,Sunny,None,74,75,Bad Roads,10,8.0
2025-04-12,Saturday,Master Canteen,Foggy,None,110,100,VIP Convoy,15,12.0
2025-06-23,Monday,Rasulgarh,Cloudy,None,75,74,None,0,0.0
2025-05-05,Monday,Jaydev Vihar,Sunny,None,86,84,Accident,29,23.2
2025-07-08,Tuesday,Khandagiri,Rainy,None,92,97,Accident,29,23.2
2025-01-16,Thursday,Khandagiri,Sunny,None,60,55,None,0,0.0
2025-02-14,Friday,Khandagiri,Rainy,None,72,67,None,0,0.0
2025-07-02,Wednesday,Khandagiri,Humid,None,60,65,None,0,0.0
2025-02-15,Saturday,Kalpana Square,Humid,None,73,69,None,0,0.0
2025-04-12,Saturday,Airport Road,Foggy,None,79,74,Bad Roads,5,4.0
2025-05-03,Saturday,Khandagiri,Rainy,None,88,93,None,0,0.0
2025-07-28,Monday,Jaydev Vihar,Humid,Rath Yatra,85,80,None,0,0.0
2025-03-30,Sunday,Rasulgarh,Humid,None,90,91,None,0,0.0
2025-04-04,Friday,Khandagiri,Cloudy,None,60,62,None,0,0.0
2025-08-15,Friday,Master Canteen,Rainy,None,94,98,None,0,0.0
2025-07-26,Saturday,Kalpana Square,Humid,None,80,76,None,0,0.0
2025-03-18,Tuesday,Kalpana Square,Humid,None,65,62,None,0,0.0
2025-01-02,Thursday,Airport Road,Sunny,None,67,65,Political Rally,13,10.4
2025-03-14,Friday,Khandagiri,Rainy,None,76,74,None,0,0.0
2025-04-15,Tuesday,Airport Road,Sunny,None,61,60,Political Rally,19,15.2
2025-08-11,Monday,Rasulgarh,Humid,None,75,75,None,0,0.0
2025-05-13,Tuesday,Master Canteen,Humid,None,91,96,VIP Convoy,15,12.0
2025-01-28,Tuesday,Kalpana Square,Foggy,None,86,87,Construction Work,8,6.4
2025-08-24,Sunday,Kalpana Square,Foggy,None,98,95,Construction Work,10,8.0
2025-03-15,Saturday,Jaydev Vihar,Humid,None,94,90,Political Rally,17,13.6
2025-03-14,Friday,Jaydev Vihar,Cloudy,None,70,69,None,0,0.0
2025-05-03,Saturday,Rasulgarh,Humid,None,84,84,None,0,0.0
2025-08-11,Monday,Master Canteen,Sunny,None,80,75,None,0,0.0
2025-05-31,Saturday,Airport Road,Foggy,None,74,73,None,0,0.0
2025-03-23,Sunday,Jaydev Vihar,Sunny,None,77,78,None,0,0.0
2025-07-12,Saturday,Airport Road,Foggy,None,69,72,None,0,0.0
2025-08-03,Sunday,Rasulgarh,Sunny,None,85,80,None,0,0.0
2025-03-03,Monday,Rasulgarh,Humid,None,92,97,VIP Convoy,22,17.6
2025-02-04,Tuesday,Khandagiri,Foggy,None,66,63,None,0,0.0
2025-04-16,Wednesday,Master Canteen,Rainy,None,93,95,None,0,0.0
2025-04-16,Wednesday,Kalpana Square,Humid,None,65,62,None,0,0.0
2025-01-16,Thursday,Rasulgarh,Humid,None,94,90,Construction Work,9,7.2
2025-08-24,Sunday,Master Canteen,Rainy,None,115,100,None,0,0.0
2025-01-05,Sunday,Jaydev Vihar,Sunny,None,88,89,Accident,26,20.8
2025-01-09,Thursday,Airport Road,Rainy,None,60,58,None,0,0.0
2025-05-30,Friday,Kalpana Square,Humid,None,65,63,None,0,0.0
2025-01-22,Wednesday,Jaydev Vihar,Sunny,None,70,71,None,0,0.0
2025-03-17,Monday,Master Canteen,Cloudy,None,90,87,Construction Work,8,6.4
2025-08-03,Sunday,Jaydev Vihar,Foggy,None,90,92,None,0,0.0
2025-08-15,Friday,Kalpana Square,Rainy,None,75,78,None,0,0.0
2025-09-07,Sunday,Khandagiri,Rainy,None,98,100,Bad Roads,7,5.6
2025-04-18,Friday,Jaydev Vihar,Sunny,None,85,90,Political Rally,20,16.0
2025-01-19,Sunday,Jaydev Vihar,Humid,None,93,95,Accident,30,24.0
2025-08-26,Tuesday,Kalpana Square,Rainy,None,76,74,None,0,0.0
2025-07-21,Monday,Airport Road,Foggy,None,55,54,None,0,0.0
2025-08-28,Thursday,Kalpana Square,Cloudy,None,65,65,None,0,0.0
2025-01-08,Wednesday,Master Canteen,Rainy,None,98,96,None,0,0.0
2025-08-12,Tuesday,Jaydev Vihar,Humid,None,88,92,Construction Work,5,4.0
2025-04-10,Thursday,Khandagiri,Humid,None,72,71,Sports Event,14,11.2
2025-05-29,Thursday,Jaydev Vihar,Humid,None,70,75,None,0,0.0
2025-05-20,Tuesday,Kalpana Square,Foggy,None,75,79,None,0,0.0
2025-04-27,Sunday,Master Canteen,Foggy,None,112,100,Bad Roads,10,8.0
2025-01-16,Thursday,Khandagiri,Foggy,None,68,64,None,0,0.0
2025-01-31,Friday,Rasulgarh,Rainy,None,93,97,None,0,0.0
2025-06-14,Saturday,Rasulgarh,Cloudy,None,87,82,None,0,0.0
2025-02-15,Saturday,Rasulgarh,Humid,None,85,90,None,0,0.0
2025-03-26,Wednesday,Khandagiri,Sunny,None,60,59,None,0,0.0
2025-02-23,Sunday,Kalpana Square,Rainy,None,96,100,Political Rally,19,15.2
2025-01-24,Friday,Khandagiri,Rainy,None,88,86,Sports Event,11,8.8
2025-02-10,Monday,Jaydev Vihar,Humid,None,70,73,None,0,0.0
2025-05-23,Friday,Jaydev Vihar,Foggy,None,97,95,Bad Roads,5,4.0
2025-04-24,Thursday,Kalpana Square,Sunny,None,65,63,None,0,0.0
2025-02-01,Saturday,Jaydev Vihar,Foggy,None,91,92,None,0,0.0
2025-01-23,Thursday,Kalpana Square,Humid,None,79,81,Bad Roads,7,5.6
2025-01-22,Wednesday,Airport Road,Humid,None,65,69,Accident,28,22.4
2025-04-12,Saturday,Khandagiri,Humid,None,70,73,None,0,0.0
2025-01-19,Sunday,Rasulgarh,Cloudy,None,99,100,Bad Roads,7,5.6
2025-07-13,Sunday,Khandagiri,Rainy,None,86,84,None,0,0.0
2025-07-22,Tuesday,Jaydev Vihar,Sunny,None,89,84,Accident,29,23.2
2025-01-17,Friday,Jaydev Vihar,Cloudy,None,70,67,None,0,0.0
2025-06-23,Monday,Jaydev Vihar,Sunny,None,70,66,None,0,0.0
2025-01-29,Wednesday,Master Canteen,Cloudy,None,96,100,Accident,24,19.2
2025-05-31,Saturday,Airport Road,Cloudy,None,62,59,None,0,0.0
2025-07-27,Sunday,Jaydev Vihar,Foggy,None,89,86,None,0,0.0
2025-04-02,Wednesday,Khandagiri,Rainy,None,71,75,None,0,0.0
2025-07-09,Wednesday,Master Canteen,Foggy,Rath Yatra,109,100,None,0,0.0
2025-04-21,Monday,Kalpana Square,Rainy,None,83,83,None,0,0.0
2025-04-20,Sunday,Master Canteen,Sunny,None,91,90,None,0,0.0
2025-07-19,Saturday,Khandagiri,Rainy,None,79,82,None,0,0.0
2025-08-03,Sunday,Master Canteen,Humid,None,94,90,None,0,0.0
2025-01-15,Wednesday,Kalpana Square,Humid,None,65,61,None,0,0.0
2025-07-15,Tuesday,Khandagiri,Cloudy,None,60,63,None,0,0.0
2025-06-14,Saturday,Rasulgarh,Rainy,None,101,100,None,0,0.0
2025-03-24,Monday,Airport Road,Humid,None,50,54,None,0,0.0
2025-03-11,Tuesday,Khandagiri,Humid,Holi,84,82,None,0,0.0
2025-02-07,Friday,Jaydev Vihar,Sunny,None,70,75,None,0,0.0
2025-01-09,Thursday,Kalpana Square,Humid,None,65,69,None,0,0.0
2025-01-11,Saturday,Kalpana Square,Foggy,None,80,82,None,0,0.0
2025-05-16,Friday,Rasulgarh,Humid,None,75,79,None,0,0.0
2025-08-04,Monday,Khandagiri,Sunny,None,73,78,Accident,30,24.0
2025-06-26,Thursday,Airport Road,Cloudy,None,50,53,None,0,0.0
2025-08-06,Wednesday,Master Canteen,Humid,Independence Day,110,100,Construction Work,12,9.6
2025-07-07,Monday,Jaydev Vihar,Humid,None,70,70,None,0,0.0
2025-02-05,Wednesday,Jaydev Vihar,Sunny,None,70,72,None,0,0.0
2025-09-02,Tuesday,Jaydev Vihar,Sunny,None,70,65,None,0,0.0
2025-06-06,Friday,Jaydev Vihar,Cloudy,None,70,70,None,0,0.0
2025-08-04,Monday,Jaydev Vihar,Humid,None,70,67,None,0,0.0
2025-06-22,Sunday,Rasulgarh,Cloudy,None,103,100,VIP Convoy,25,20.0
2025-02-21,Friday,Rasulgarh,Foggy,None,85,87,None,0,0.0
2025-05-25,Sunday,Rasulgarh,Sunny,None,90,87,None,0,0.0
2025-04-04,Friday,Rasulgarh,Foggy,None,94,90,VIP Convoy,19,15.2
2025-02-26,Wednesday,Airport Road,Humid,None,66,70,Construction Work,11,8.8
2025-03-08,Saturday,Master Canteen,Cloudy,None,91,96,None,0,0.0
2025-04-29,Tuesday,Master Canteen,Sunny,None,80,76,None,0,0.0
2025-08-31,Sunday,Airport Road,Sunny,None,75,72,Sports Event,14,11.2
2025-08-25,Monday,Master Canteen,Sunny,Independence Day,100,100,None,0,0.0
2025-05-31,Saturday,Airport Road,Humid,None,62,59,None,0,0.0
2025-01-25,Saturday,Kalpana Square,Sunny,None,80,79,None,0,0.0
2025-09-02,Tuesday,Jaydev Vihar,Foggy,None,78,77,None,0,0.0
2025-04-27,Sunday,Rasulgarh,Humid,None,83,82,None,0,0.0
2025-08-22,Friday,Master Canteen,Rainy,None,93,89,None,0,0.0
2025-03-12,Wednesday,Kalpana Square,Foggy,None,84,86,Accident,29,23.2
2025-05-01,Thursday,Rasulgarh,Cloudy,None,75,80,None,0,0.0
